title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-16T12:00:00.000Z,2026-06-16T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:11.397Z,2026-05-15T08:26:11.397Z,b1n0599mm,2026-05-15T08:26:11.415590Z,2026-05-15T08:26:11.415590Z,,,,,,,
#14 THURSDAY DEEPSTACK,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T08:00:00.000Z,2026-05-21T11:00:00.000Z,6.25M + 750K,-,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.519Z,2026-05-17T18:06:32.519Z,b3a2stb6f,2026-05-17T18:06:32.528902Z,2026-05-17T18:06:32.528902Z,,,,,,,
RPT MAIN EVENT - DAY 1C TURBO,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T10:00:00.000Z,2026-06-11T10:00:00.000Z,"27,500,000",20B,"40,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:06.429Z,2026-05-15T08:26:06.429Z,b3kqvo5lr,2026-05-15T08:26:06.451165Z,2026-05-15T08:26:06.451165Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T13:00:00.000Z,2026-06-05T14:34:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.478Z,2026-05-15T08:25:32.478Z,b3oq429m8,2026-05-15T08:25:32.495027Z,2026-05-15T08:25:32.495027Z,,,,,,,
#57 SUPER HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T14:30:00.000Z,2026-05-27T15:50:00.000Z,3M + 400K,-,12K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.198Z,2026-05-17T18:06:37.198Z,b9381cj4i,2026-05-17T18:06:37.207596Z,2026-05-17T18:06:37.207596Z,,,,,,,
CENTER - P FAST AND FURIOUS,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T11:30:00.000Z,2026-05-31T14:50:00.000Z,720K,100e,18K,18'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.646Z,2026-05-24T16:59:01.646Z,ba3g1ymxk,2026-05-24T16:59:01.655269Z,2026-05-24T16:59:01.655269Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-30T10:30:00.000Z,2026-05-30T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.493Z,2026-05-24T16:59:41.493Z,bd2cj47ek,2026-05-24T16:59:41.501423Z,2026-05-24T16:59:41.501423Z,,,,,,,
RPT MINI MAIN EVENT - FINAL DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T04:00:00.000Z,2026-06-08T04:00:00.000Z,-,10B,-,40,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.713Z,2026-05-15T08:25:35.713Z,bfq3u8d7h,2026-05-15T08:25:35.731086Z,2026-05-15T08:25:35.731086Z,,,,,,,
#27 NLH TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-23T11:00:00.000Z,2026-05-23T13:20:00.000Z,4M + 500K,-,15K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.011Z,2026-05-17T18:06:34.011Z,bjp54t07y,2026-05-17T18:06:34.019589Z,2026-05-17T18:06:34.019589Z,,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-27T14:30:00.000Z,2026-05-27T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.960Z,2026-05-24T16:59:39.960Z,ble11njvs,2026-05-24T16:59:39.970697Z,2026-05-24T16:59:39.970697Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET- 1 IN 10,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T14:00:00.000Z,2026-06-08T15:34:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:36.318Z,2026-05-15T08:25:36.318Z,bm3aveicl,2026-05-15T08:25:36.341900Z,2026-05-15T08:25:36.341900Z,,,,,,,
SATELLITE FOR VIOLET VIPER,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T03:30:00.000Z,2026-05-31T05:00:00.000Z,420K,4 TICKETS,8K,12',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.073Z,2026-05-24T16:59:01.073Z,bm4tszvih,2026-05-24T16:59:01.082493Z,2026-05-24T16:59:01.082493Z,,,,,,,
Trò chơi MINI MAIN EVENT DAY 1B (8-max),Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-29T04:00:00.000Z,2026-05-29T10:30:00.000Z,6.6M,2B,30K,30'-25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.818Z,2026-05-29T04:34:19.286Z,bp7kwg6la,2026-05-24T17:00:19.828965Z,2026-05-29T04:34:19.316400Z,https://www.facebook.com/ho.chi.minh.522329/videos/2212676332825560,,,,,,
SATELLITE FOR MINI DEEPSTACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-29T07:00:00.000Z,2026-05-29T08:30:00.000Z,650K,4 TICKETS,8K,12',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.800Z,2026-05-24T16:58:59.800Z,bqdhd8h8q,2026-05-24T16:58:59.809982Z,2026-05-24T16:58:59.809982Z,,,,,,,
Deepstack Turbo,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-25T08:00:00.000Z,2026-05-25T12:45:00.000Z,960K,100E,30K,25'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:38.652Z,2026-05-24T16:59:38.652Z,bsgzu7307,2026-05-24T16:59:38.660663Z,2026-05-24T16:59:38.660663Z,,,,,,,
HEAVEN THUNDERBOLT VELOCITY,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-30T12:00:00.000Z,2026-05-30T15:20:00.000Z,360k,100 (Entries),15K,18'-15',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.850Z,2026-05-24T16:59:19.850Z,bsvjnr8d7,2026-05-24T16:59:19.884340Z,2026-05-24T16:59:19.884340Z,,,,,,,
R - DEEPSTACK TURBO,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-31T08:30:00.000Z,2026-05-31T13:15:00.000Z,720K,100E,25K,22'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.509Z,2026-05-24T17:00:01.509Z,bu9vem44l,2026-05-24T17:00:01.519041Z,2026-05-24T17:00:01.519041Z,,,,,,,
Trò chơi DEEPSTACK TURBO 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-29T13:30:00.000Z,2026-05-29T14:45:00.000Z,1.5M,30M,30K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:20.232Z,2026-05-24T17:00:20.232Z,bv8wf70s2,2026-05-24T17:00:20.240796Z,2026-05-24T17:00:20.240796Z,,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-26T10:00:00.000Z,2026-05-26T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.903Z,2026-05-24T16:58:57.903Z,bvoshpb8q,2026-05-24T16:58:57.913184Z,2026-05-24T16:58:57.913184Z,,,,,,,
#58 MAIN EVENT DAY 1C,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-29T03:00:00.000Z,2026-05-29T10:50:00.000Z,26.85M + 3.15M,30B,40K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.985Z,2026-05-29T04:31:10.448Z,bwh8iape5,2026-05-17T18:06:37.993868Z,2026-05-29T04:31:10.476632Z,https://www.facebook.com/GrandLoyal/videos/1519920186346133,,,,,,
SATELLITE TO RPT CHAMPIONSHIP,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T13:00:00.000Z,2026-06-12T13:00:00.000Z,"4,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.582Z,2026-05-15T08:26:07.582Z,c0uim1pxd,2026-05-15T08:26:07.601574Z,2026-05-15T08:26:07.601574Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-26T14:00:00.000Z,2026-05-26T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:58.102Z,2026-05-24T16:58:58.102Z,c11bma8s3,2026-05-24T16:58:58.109764Z,2026-05-24T16:58:58.109764Z,,,,,,,
RPT HIGH ROLLER CHAMPIONSHIP - DAY 1,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T05:30:00.000Z,2026-06-10T05:30:00.000Z,"88,000,000",2.5B,"200,000",40,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.096Z,2026-05-15T08:26:05.096Z,c11h5yfve,2026-05-15T08:26:05.109776Z,2026-05-15T08:26:05.109776Z,,,,,,,
#17 HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T13:00:00.000Z,2026-05-21T14:34:00.000Z,3M + 400K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.755Z,2026-05-17T18:06:32.755Z,c2cxi0uun,2026-05-17T18:06:32.763252Z,2026-05-17T18:06:32.763252Z,,,,,,,
#1 MADNESS KICK OFF DAY 1C,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T03:00:00.000Z,2026-05-20T09:00:00.000Z,9.9M + 1.1M,10B,30K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.528Z,2026-05-20T04:47:54.435Z,c6rt7w1v2,2026-05-17T18:06:31.536029Z,2026-05-20T04:47:54.491286Z,https://www.facebook.com/GrandLoyal/videos/999701372596270,,,,,,
#41 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T11:00:00.000Z,2026-05-25T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.532Z,2026-05-17T18:06:35.532Z,cbz79cony,2026-05-17T18:06:35.540468Z,2026-05-17T18:06:35.540468Z,,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-27T10:00:00.000Z,2026-05-27T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:58.596Z,2026-05-24T16:58:58.596Z,ccwxw2gc3,2026-05-24T16:58:58.606584Z,2026-05-24T16:58:58.606584Z,,,,,,,
NO LIMIT HOLD'EM (8-MAX),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T06:00:00.000Z,2026-06-04T11:00:00.000Z,"8,800,000",-,"50,000",30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.733Z,2026-05-15T08:25:30.733Z,cngsvt7h3,2026-05-15T08:25:30.748879Z,2026-05-15T08:25:30.748879Z,,,,,,,
CENTER - P FAST AND FURIOUS,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-30T11:30:00.000Z,2026-05-30T14:50:00.000Z,720K,100e,18K,18'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:00.857Z,2026-05-24T16:59:00.857Z,crwktwco1,2026-05-24T16:59:00.871992Z,2026-05-24T16:59:00.871992Z,,,,,,,
CENTER - P MAIN EVENT 6.6 LIVE,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-25T04:00:00.000Z,2026-05-25T11:06:00.000Z,6.6M,80e,50K,33'-28',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:56.867Z,2026-05-25T04:09:54.644Z,cwqe1e55h,2026-05-24T16:58:56.879857Z,2026-05-25T04:09:54.705513Z,https://www.facebook.com/centerpoint.pokerclub/videos/1526980935804136,,,,,,
#58 MAIN EVENT DAY 1E,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-30T03:00:00.000Z,2026-05-30T10:50:00.000Z,26.85M + 3.15M,30B,40K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.575Z,2026-05-17T18:06:38.575Z,cx7qkobx0,2026-05-17T18:06:38.585074Z,2026-05-17T18:06:38.585074Z,,,,,,,
#23 RUN IT TWICE,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T11:00:00.000Z,2026-05-22T13:20:00.000Z,4M + 500K,-,15K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.422Z,2026-05-17T18:06:33.422Z,da1i3qjxg,2026-05-17T18:06:33.430715Z,2026-05-17T18:06:33.430715Z,,,,,,,
R - SATELLITE CREDIT 2M5,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-25T07:00:00.000Z,2026-05-25T08:35:00.000Z,500K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:56.857Z,2026-05-24T16:59:56.857Z,dbu0v0tdw,2026-05-24T16:59:56.881911Z,2026-05-24T16:59:56.881911Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-31T10:00:00.000Z,2026-05-31T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:20.152Z,2026-05-24T16:59:20.152Z,dc4wo4vo7,2026-05-24T16:59:20.160780Z,2026-05-24T16:59:20.160780Z,,,,,,,
Deepstack Turbo,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-27T08:00:00.000Z,2026-05-27T12:45:00.000Z,960K,100E,30K,25'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.771Z,2026-05-24T16:59:39.771Z,dh1lci75n,2026-05-24T16:59:39.779619Z,2026-05-24T16:59:39.779619Z,,,,,,,
#19 MINI MAIN EVENT DAY 1B,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T09:00:00.000Z,2026-05-22T15:00:00.000Z,17.9M + 2.1M,13B,35K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.255Z,2026-05-17T18:06:33.255Z,dj2f5r9tk,2026-05-17T18:06:33.264336Z,2026-05-17T18:06:33.264336Z,,,,,,,
Trò chơi HYPER PM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-28T11:00:00.000Z,2026-05-28T13:30:00.000Z,720K,60M,16K,15'-12',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.435Z,2026-05-24T17:00:19.435Z,dl6svhdg3,2026-05-24T17:00:19.448873Z,2026-05-24T17:00:19.448873Z,,,,,,,
R - BILLIONAIRE MAKER LIVE,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-26T04:30:00.000Z,2026-05-26T11:50:00.000Z,4.5M,80E,50K,33'-28',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:57.539Z,2026-05-26T04:39:14.328Z,dy34ii0fs,2026-05-24T16:59:57.547855Z,2026-05-26T04:39:14.363389Z,https://web.facebook.com/RoyalPokerHanoi/videos/1039941741855712,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-31T14:30:00.000Z,2026-05-31T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:42.062Z,2026-05-24T16:59:42.062Z,e6v9jfgky,2026-05-24T16:59:42.073762Z,2026-05-24T16:59:42.073762Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-25T14:00:00.000Z,2026-05-25T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.267Z,2026-05-24T16:58:57.267Z,eifla8hul,2026-05-24T16:58:57.276616Z,2026-05-24T16:58:57.276616Z,,,,,,,
Trò chơi EVENING SUPER STACK,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-28T10:30:00.000Z,2026-05-28T13:40:00.000Z,2.8M,80M,50K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.345Z,2026-05-24T17:00:19.345Z,ep6918ue2,2026-05-24T17:00:19.357645Z,2026-05-24T17:00:19.357645Z,,,,,,,
RPT MINI MAIN EVENT - DAY 1D 15% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T03:30:00.000Z,2026-06-07T10:30:00.000Z,"13,200,000",10B,"30,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.429Z,2026-05-15T08:25:34.429Z,eq0fg623v,2026-05-15T08:25:34.443508Z,2026-05-15T08:25:34.443508Z,,,,,,,
Trò chơi KICK - OFF DAY 1A,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-25T03:30:00.000Z,2026-05-25T08:50:00.000Z,2.8M,1B,25K,25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:16.776Z,2026-05-25T04:08:25.449Z,ey8b31n0s,2026-05-24T17:00:16.798773Z,2026-05-25T04:08:25.480902Z,https://www.facebook.com/61585970653369/videos/1971485970144884,,,,,,
SATELLITE TO RPT MINI MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T03:00:00.000Z,2026-06-07T04:34:00.000Z,"1,550,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.234Z,2026-05-15T08:25:34.234Z,f34yh2i6c,2026-05-15T08:25:34.243307Z,2026-05-15T08:25:34.243307Z,,,,,,,
Deepstack Turbo,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-31T08:00:00.000Z,2026-05-31T12:45:00.000Z,960K,100E,30K,25'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.878Z,2026-05-24T16:59:41.878Z,f41enbb6g,2026-05-24T16:59:41.888512Z,2026-05-24T16:59:41.888512Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T14:30:00.000Z,2026-06-12T14:30:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.766Z,2026-05-15T08:26:07.766Z,f50f459fk,2026-05-15T08:26:07.777215Z,2026-05-15T08:26:07.777215Z,,,,,,,
SATELLITE TO RPT SUPER STAR CHALLENGE - 1 IN 10,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T03:30:00.000Z,2026-06-08T05:04:00.000Z,"13,200,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.549Z,2026-05-15T08:25:35.549Z,f6pp9ralz,2026-05-15T08:25:35.561308Z,2026-05-15T08:25:35.561308Z,,,,,,,
Daily Megastack,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-27T03:00:00.000Z,2026-05-27T08:05:00.000Z,1.5M,100E,50K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.570Z,2026-05-27T04:39:42.929Z,f7fs2ofwa,2026-05-24T16:59:39.580483Z,2026-05-27T04:39:42.957432Z,https://www.facebook.com/quads.hanoipokerclub/videos/973521188713290,,,,,,
#30 SUPER HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-23T14:30:00.000Z,2026-05-23T15:50:00.000Z,2M + 300K,-,12K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.331Z,2026-05-17T18:06:34.331Z,fbvzqhcmv,2026-05-17T18:06:34.345724Z,2026-05-17T18:06:34.345724Z,,,,,,,
#46 HIGH ROLLER SINGLE DAY,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T04:30:00.000Z,2026-05-26T11:00:00.000Z,50M + 5M,1.8B,100K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.994Z,2026-05-26T04:44:06.529Z,fdpi1wsfx,2026-05-17T18:06:36.006761Z,2026-05-26T04:44:06.554804Z,https://web.facebook.com/61550020584729/videos/4397179197216584,,,,,,
#28 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-23T11:00:00.000Z,2026-05-23T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.093Z,2026-05-17T18:06:34.093Z,fef9v5hk2,2026-05-17T18:06:34.101434Z,2026-05-17T18:06:34.101434Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-25T10:00:00.000Z,2026-05-25T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:17.846Z,2026-05-24T16:59:17.846Z,fepyqjh7b,2026-05-24T16:59:17.856147Z,2026-05-24T16:59:17.856147Z,,,,,,,
CENTER - P DAILY,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-26T08:00:00.000Z,2026-05-26T12:00:00.000Z,840K,100e,20K,22'-18',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.655Z,2026-05-24T16:58:57.655Z,fh8cbx477,2026-05-24T16:58:57.664177Z,2026-05-24T16:58:57.664177Z,,,,,,,
